,Date,Fees USDC,Fees WETH,Liquidity USDC added,Liquidity WETH added,Liquidity USDC,Liquidity WETH,Price WETH/USDC,Liquidity added USDC converted,Portfolio USDC converted,Fees USDC converted
26,2021-06-17 06:55:38,2.225242939813647e+50,2.225242939813647e+38,3455116894464.0264,8.6e-09,0.0,2.031395883260313e-05,2445.218779956104,3455116894464.0264,2.225242945254853e+50,2.225242945254853e+50
27,2021-06-18 00:00:00,2.225242939813647e+50,2.225242939813647e+38,0.0,0.0,0.0,2.031395883260313e-05,2371.7524232221754,0.0,2.2252429450913725e+50,2.2252429450913725e+50
28,2021-06-19 00:00:00,2.225242939813647e+50,2.225242939813647e+38,0.0,0.0,0.0,2.031395883260313e-05,2230.930666950174,0.0,2.22524294477801e+50,2.22524294477801e+50
29,2021-06-20 00:00:00,2.225242939813647e+50,2.225242939813647e+38,0.0,0.0,0.0,2.031395883260313e-05,2168.0794661799378,0.0,2.2252429446381506e+50,2.2252429446381506e+50
30,2021-06-20 16:54:22,2.2328991051872885e+50,2.2328991051872886e+38,15311663486654.43,2.25e-08,0.0,2.0383850989289976e-05,2122.1938418127406,15311663486654.43,2.232899109925933e+50,2.232899109925933e+50
31,2021-06-21 00:00:00,2.2328991051872885e+50,2.2328991051872886e+38,0.0,0.0,0.0,2.0383850989289976e-05,2244.36993424992,0.0,2.23289911019874e+50,2.23289911019874e+50
32,2021-06-22 00:00:00,2.2328991051872885e+50,2.2328991051872886e+38,0.0,0.0,0.0,2.0383850989289976e-05,1878.3590823947231,0.0,2.2328991093814747e+50,2.2328991093814747e+50
33,2021-06-23 00:00:00,2.2328991051872885e+50,2.2328991051872886e+38,0.0,0.0,0.0,2.0383850989289976e-05,1876.010643680541,0.0,2.232899109376231e+50,2.232899109376231e+50
34,2021-06-24 00:00:00,2.2328991051872885e+50,2.2328991051872886e+38,0.0,0.0,0.0,2.0383850989289976e-05,1967.0680303583604,0.0,2.232899109579553e+50,2.232899109579553e+50
35,2021-06-25 00:00:00,2.2328991051872885e+50,2.2328991051872886e+38,0.0,0.0,0.0,2.0383850989289976e-05,1987.2761666204694,0.0,2.2328991096246756e+50,2.2328991096246756e+50
36,2021-06-25 02:11:27,2.254247471489123e+50,2.254247471489123e+38,46901752291658.984,5.406986442e-08,0.0,2.057873750097805e-05,2001.34850478081,46901752291658.984,2.2542474760006578e+50,2.2542474760006578e+50
37,2021-06-26 00:00:00,2.254247471489123e+50,2.254247471489123e+38,0.0,0.0,0.0,2.057873750097805e-05,1812.945663350293,0.0,2.254247475575951e+50,2.254247475575951e+50
38,2021-06-27 00:00:00,2.254247471489123e+50,2.254247471489123e+38,0.0,0.0,0.0,2.057873750097805e-05,1826.9904365335278,0.0,2.2542474756076117e+50,2.2542474756076117e+50
39,2021-06-27 06:32:00,2.2610732025760984e+50,2.2610732025760984e+38,16499999999394.219,1.4378896845e-08,0.0,2.0641048729034277e-05,1868.331151820657,16499999999394.219,2.261073206800532e+50,2.261073206800532e+50
40,2021-06-28 00:00:00,2.2610732025760984e+50,2.2610732025760984e+38,0.0,0.0,0.0,2.0641048729034277e-05,1982.3215926074863,0.0,2.2610732070582726e+50,2.2610732070582726e+50
41,2021-06-29 00:00:00,2.2610732025760984e+50,2.2610732025760984e+38,0.0,0.0,0.0,2.0641048729034277e-05,2081.685608716471,0.0,2.261073207282942e+50,2.261073207282942e+50
42,2021-06-29 09:10:31,2.2651168568372134e+50,2.2651168568372136e+38,7999999999568.161,1.206887217e-08,0.0,2.0677962732770178e-05,2134.535319844947,7999999999568.161,2.2651168616721855e+50,2.2651168616721855e+50
43,2021-06-30 00:00:00,2.2651168568372134e+50,2.2651168568372136e+38,0.0,0.0,0.0,2.0677962732770178e-05,2162.482512074555,0.0,2.265116861735489e+50,2.265116861735489e+50
44,2021-07-01 00:00:00,2.2651168568372134e+50,2.2651168568372136e+38,0.0,0.0,0.0,2.0677962732770178e-05,2274.3558267815756,0.0,2.2651168619888952e+50,2.2651168619888952e+50
45,2021-07-01 12:41:35,2.2696556178959913e+50,2.2696556178959912e+38,8999999999850.453,1.3502827455e-08,0.0,2.071939650328099e-05,2140.523191824186,8999999999850.453,2.269655622754242e+50,2.269655622754242e+50
46,2021-07-02 00:00:00,2.2696556178959913e+50,2.2696556178959912e+38,0.0,0.0,0.0,2.071939650328099e-05,2108.3342542384257,0.0,2.269655622681184e+50,2.269655622681184e+50
47,2021-07-02 15:03:40,2.289504666802216e+50,2.289504666802216e+38,39758791762115.09,5.82e-08,0.0,2.0900595937793582e-05,2120.3744688410084,39758791762115.09,2.2895046716568233e+50,2.2895046716568233e+50
48,2021-07-03 00:00:00,2.289504666802216e+50,2.289504666802216e+38,0.0,0.0,0.0,2.0900595937793582e-05,2154.260980218775,0.0,2.2895046717344066e+50,2.2895046717344066e+50
49,2021-07-03 03:39:31,2.2932130657640885e+50,2.2932130657640886e+38,7368684684849.195,1.1e-08,0.0,2.0934449438684887e-05,2122.57140619159,7368684684849.195,2.293213070631597e+50,2.293213070631597e+50
50,2021-07-04 00:00:00,2.2932130657640885e+50,2.2932130657640886e+38,0.0,0.0,0.0,2.0934449438684887e-05,2226.4455547885,0.0,2.2932130708698024e+50,2.2932130708698024e+50
51,2021-07-05 00:00:00,2.2932130657640885e+50,2.2932130657640886e+38,0.0,0.0,0.0,2.0934449438684887e-05,2323.221473171852,0.0,2.2932130710917303e+50,2.2932130710917303e+50
52,2021-07-05 03:43:17,2.2968119634267802e+50,2.2968119634267802e+38,6502036025669.187,1.21e-08,0.0,2.096730331618951e-05,2257.9770504468934,6502036025669.187,2.296811968612929e+50,2.296811968612929e+50
53,2021-07-06 00:00:00,2.2968119634267802e+50,2.2968119634267802e+38,0.0,0.0,0.0,2.096730331618951e-05,2200.0470500518763,0.0,2.2968119684798745e+50,2.2968119684798745e+50
54,2021-07-07 00:00:00,2.2968119634267802e+50,2.2968119634267802e+38,0.0,0.0,0.0,2.096730331618951e-05,2320.4896649999996,0.0,2.2968119687565084e+50,2.2968119687565084e+50
55,2021-07-08 00:00:00,2.2968119634267802e+50,2.2968119634267802e+38,0.0,0.0,0.0,2.096730331618951e-05,2314.344510074666,0.0,2.2968119687423945e+50,2.2968119687423945e+50
56,2021-07-09 00:00:00,2.2968119634267802e+50,2.2968119634267802e+38,0.0,0.0,0.0,2.096730331618951e-05,2114.7168300000017,0.0,2.2968119682838873e+50,2.2968119682838873e+50
57,2021-07-10 00:00:00,2.2968119634267802e+50,2.2968119634267802e+38,0.0,0.0,0.0,2.096730331618951e-05,2148.6964600641186,0.0,2.296811968361932e+50,2.296811968361932e+50
58,2021-07-10 14:41:26,2.301986878048655e+50,2.301986878048655e+38,10499999999928.814,1.4889563921e-08,0.0,2.101454445139779e-05,2107.637854744192,10499999999928.814,2.30198688290041e+50,2.30198688290041e+50
59,2021-07-11 00:00:00,2.301986878048655e+50,2.301986878048655e+38,0.0,0.0,0.0,2.101454445139779e-05,2109.8627761197467,0.0,2.3019868829055316e+50,2.3019868829055316e+50
60,2021-07-12 00:00:00,2.301986878048655e+50,2.301986878048655e+38,0.0,0.0,0.0,2.101454445139779e-05,2140.4080052215245,0.0,2.301986882975846e+50,2.301986882975846e+50
61,2021-07-13 00:00:00,2.301986878048655e+50,2.301986878048655e+38,0.0,0.0,0.0,2.101454445139779e-05,2033.5076238538325,0.0,2.3019868827297628e+50,2.3019868827297628e+50
62,2021-07-14 00:00:00,2.301986878048655e+50,2.301986878048655e+38,0.0,0.0,0.0,2.101454445139779e-05,1940.2880542113269,0.0,2.3019868825151726e+50,2.3019868825151726e+50
63,2021-07-15 00:00:00,2.301986878048655e+50,2.301986878048655e+38,0.0,0.0,0.0,2.101454445139779e-05,1993.6122809345009,0.0,2.3019868826379243e+50,2.3019868826379243e+50
64,2021-07-16 00:00:00,2.301986878048655e+50,2.301986878048655e+38,0.0,0.0,0.0,2.101454445139779e-05,1918.1943801274192,0.0,2.3019868824643134e+50,2.3019868824643134e+50
65,2021-07-16 04:17:50,2.3085937274319628e+50,2.308593727431963e+38,14999999999821.13,1.5774806323e-08,0.0,2.1074857536312893e-05,1949.886106474125,14999999999821.13,2.3085937319334578e+50,2.3085937319334578e+50
66,2021-07-17 00:00:00,2.3085937274319628e+50,2.308593727431963e+38,0.0,0.0,0.0,2.1074857536312893e-05,1875.612337500003,0.0,2.30859373176199e+50,2.30859373176199e+50
67,2021-07-18 00:00:00,2.3085937274319628e+50,2.308593727431963e+38,0.0,0.0,0.0,2.1074857536312893e-05,1898.4277272018774,0.0,2.308593731814661e+50,2.308593731814661e+50
68,2021-07-19 00:00:00,2.3085937274319628e+50,2.308593727431963e+38,0.0,0.0,0.0,2.1074857536312893e-05,1892.3309587466563,0.0,2.308593731800586e+50,2.308593731800586e+50
69,2021-07-19 03:22:13,2.3121298683992213e+50,2.3121298683992212e+38,8498857446723.22,7.541279535e-09,0.0,2.110713851595334e-05,1884.2661849756842,8498857446723.22,2.3121298727558894e+50,2.3121298727558894e+50
70,2021-07-20 00:00:00,2.3121298683992213e+50,2.3121298683992212e+38,0.0,0.0,0.0,2.110713851595334e-05,1818.226357239639,0.0,2.312129872603197e+50,2.312129872603197e+50
71,2021-07-21 00:00:00,2.3121298683992213e+50,2.3121298683992212e+38,0.0,0.0,0.0,2.110713851595334e-05,1786.8531405420383,0.0,2.312129872530658e+50,2.312129872530658e+50
72,2021-07-21 04:11:53,2.314693609279925e+50,2.314693609279925e+38,6487382382789.606,4.866932639e-09,0.0,2.1130542579292347e-05,1813.4769105622079,6487382382789.606,2.3146936134775683e+50,2.3146936134775683e+50
73,2021-07-22 00:00:00,2.314693609279925e+50,2.314693609279925e+38,0.0,0.0,0.0,2.1130542579292347e-05,1994.6567930700348,0.0,2.3146936138969443e+50,2.3146936138969443e+50
74,2021-07-23 00:00:00,2.314693609279925e+50,2.314693609279925e+38,0.0,0.0,0.0,2.1130542579292347e-05,2024.6064551360023,0.0,2.3146936139662686e+50,2.3146936139662686e+50
75,2021-07-23 15:44:31,2.386778415693196e+50,2.386778415693196e+38,150999999999261.12,1.97532919388e-07,0.0,2.178859557824175e-05,2057.4003457607128,150999999999261.12,2.3867784206037547e+50,2.3867784206037547e+50
76,2021-07-24 00:00:00,2.386778415693196e+50,2.386778415693196e+38,0.0,0.0,0.0,2.178859557824175e-05,2121.1771902978385,0.0,2.386778420755976e+50,2.386778420755976e+50
77,2021-07-24 01:38:07,2.391233539218538e+50,2.3912335392185377e+38,8999999999445.588,1.2901868528e-08,0.0,2.182926583238287e-05,2111.7670019083344,8999999999445.588,2.391233544268266e+50,2.391233544268266e+50
78,2021-07-25 00:00:00,2.391233539218538e+50,2.3912335392185377e+38,0.0,0.0,0.0,2.182926583238287e-05,2186.615810611688,0.0,2.391233544447247e+50,2.391233544447247e+50
79,2021-07-26 00:00:00,2.391233539218538e+50,2.3912335392185377e+38,0.0,0.0,0.0,2.182926583238287e-05,2192.615589655049,0.0,2.391233544461594e+50,2.391233544461594e+50
80,2021-07-27 00:00:00,2.391233539218538e+50,2.3912335392185377e+38,0.0,0.0,0.0,2.182926583238287e-05,2230.60700659343,0.0,2.3912335445524404e+50,2.3912335445524404e+50
81,2021-07-27 04:07:59,2.429948377982117e+50,2.429948377982117e+38,74499999999844.34,1.2006649416e-07,0.0,2.2182688655025365e-05,2178.7953006297366,74499999999844.34,2.429948383276477e+50,2.429948383276477e+50
82,2021-07-28 00:00:00,2.429948377982117e+50,2.429948377982117e+38,0.0,0.0,0.0,2.2182688655025365e-05,2300.6667830213905,0.0,2.4299483835726187e+50,2.4299483835726187e+50
83,2021-07-29 00:00:00,2.429948377982117e+50,2.429948377982117e+38,0.0,0.0,0.0,2.2182688655025365e-05,2299.0798727321394,0.0,2.4299483835687627e+50,2.4299483835687627e+50
84,2021-07-29 00:54:27,2.43341144393048e+50,2.43341144393048e+38,6099999999820.271,1.1999785514e-08,0.0,2.221430254214347e-05,2287.375177429988,6099999999820.271,2.433411449496605e+50,2.433411449496605e+50
85,2021-07-30 00:00:00,2.43341144393048e+50,2.43341144393048e+38,0.0,0.0,0.0,2.221430254214347e-05,2381.4755373025814,0.0,2.4334114497255897e+50,2.4334114497255897e+50
86,2021-07-30 10:13:07,2.4666793778081156e+50,2.466679377808116e+38,56499999999769.69,1.20139574564e-07,0.0,2.2518001265165886e-05,2340.2751523889697,56499999999769.69,2.466679383580824e+50,2.466679383580824e+50
87,2021-07-31 00:00:00,2.4666793778081156e+50,2.466679377808116e+38,0.0,0.0,0.0,2.2518001265165886e-05,2461.400705657328,0.0,2.466679383879602e+50,2.466679383879602e+50
88,2021-07-31 02:54:42,2.5200682112903795e+50,2.5200682112903797e+38,81999999999710.08,2.13656045873e-07,0.0,2.3005381113035547e-05,2466.8465411156863,81999999999710.08,2.520068217507001e+50,2.520068217507001e+50
89,2021-08-01 00:00:00,2.5200682112903795e+50,2.5200682112903797e+38,0.0,0.0,0.0,2.3005381113035547e-05,2532.4027480604964,0.0,2.520068217672207e+50,2.520068217672207e+50
90,2021-08-01 05:06:40,2.54973139654226e+50,2.54973139654226e+38,40299999999973.19,1.32106708971e-07,0.0,2.3276172545858178e-05,2627.5699433682476,40299999999973.19,2.5497314032418574e+50,2.5497314032418574e+50
91,2021-08-02 00:00:00,2.54973139654226e+50,2.54973139654226e+38,0.0,0.0,0.0,2.3276172545858178e-05,2555.341308154537,0.0,2.549731403057694e+50,2.549731403057694e+50
92,2021-08-02 03:57:16,2.55435062400549e+50,2.55435062400549e+38,6599999999803.6875,1.9730465577e-08,0.0,2.3318340883906852e-05,2563.9847522053838,6599999999803.6875,2.554350630554806e+50,2.554350630554806e+50
93,2021-08-03 00:00:00,2.55435062400549e+50,2.55435062400549e+38,0.0,0.0,0.0,2.3318340883906852e-05,2608.613135879521,0.0,2.5543506306688027e+50,2.5543506306688027e+50
94,2021-08-04 00:00:00,2.55435062400549e+50,2.55435062400549e+38,0.0,0.0,0.0,2.3318340883906852e-05,2507.348008842119,0.0,2.5543506304101358e+50,2.5543506304101358e+50
95,2021-08-04 11:24:46,2.5591544684809987e+50,2.559154468480999e+38,7199999999901.748,1.966761295e-08,0.0,2.33621945671015e-05,2501.1175583123318,7199999999901.748,2.559154474881745e+50,2.559154474881745e+50
96,2021-08-05 00:00:00,2.5591544684809987e+50,2.559154468480999e+38,0.0,0.0,0.0,2.33621945671015e-05,2725.094819812131,0.0,2.559154475454937e+50,2.559154475454937e+50
97,2021-08-06 00:00:00,2.5591544684809987e+50,2.559154468480999e+38,0.0,0.0,0.0,2.33621945671015e-05,2827.040597917099,0.0,2.559154475715832e+50,2.559154475715832e+50
98,2021-08-07 00:00:00,2.5591544684809987e+50,2.559154468480999e+38,0.0,0.0,0.0,2.33621945671015e-05,2891.8540546866743,0.0,2.5591544758817e+50,2.5591544758817e+50
99,2021-08-07 07:40:37,2.5665002966101425e+50,2.5665002966101423e+38,7562449152969.8545,3.945e-08,0.0,2.34292536946857e-05,2962.070498151802,7562449152969.8545,2.5665003042122973e+50,2.5665003042122973e+50
100,2021-08-08 00:00:00,2.5665002966101425e+50,2.5665002966101423e+38,0.0,0.0,0.0,2.34292536946857e-05,3164.159161071701,0.0,2.566500304730958e+50,2.566500304730958e+50
101,2021-08-09 00:00:00,2.5665002966101425e+50,2.5665002966101423e+38,0.0,0.0,0.0,2.34292536946857e-05,3014.4654029412704,0.0,2.5665003043467686e+50,2.5665003043467686e+50
102,2021-08-09 04:24:56,2.5708129170565574e+50,2.5708129170565574e+38,4506127861814.142,2.2964984695e-08,0.0,2.3468623056404223e-05,2931.81496010633,4506127861814.142,2.570812924593705e+50,2.570812924593705e+50
103,2021-08-10 00:00:00,2.5708129170565574e+50,2.5708129170565574e+38,0.0,0.0,0.0,2.3468623056404223e-05,3165.564547542816,0.0,2.5708129251946316e+50,2.5708129251946316e+50
104,2021-08-11 00:00:00,2.5708129170565574e+50,2.5708129170565574e+38,0.0,0.0,0.0,2.3468623056404223e-05,3143.348032161211,0.0,2.570812925137517e+50,2.570812925137517e+50
105,2021-08-12 00:00:00,2.5708129170565574e+50,2.5708129170565574e+38,0.0,0.0,0.0,2.3468623056404223e-05,3163.7360775000043,0.0,2.570812925189931e+50,2.570812925189931e+50
106,2021-08-12 14:46:29,2.5813754726410092e+50,2.5813754726410095e+38,9914336073473.033,5.961e-08,0.0,2.356504727843888e-05,3058.1901214581617,9914336073473.033,2.5813754805353462e+50,2.5813754805353462e+50
107,2021-08-13 00:00:00,2.5813754726410092e+50,2.5813754726410095e+38,0.0,0.0,0.0,2.356504727843888e-05,3046.074827067575,0.0,2.581375480504072e+50,2.581375480504072e+50
108,2021-08-14 00:00:00,2.5813754726410092e+50,2.5813754726410095e+38,0.0,0.0,0.0,2.356504727843888e-05,3319.993968234442,0.0,2.5813754812111602e+50,2.5813754812111602e+50
109,2021-08-15 00:00:00,2.5813754726410092e+50,2.5813754726410095e+38,0.0,0.0,0.0,2.356504727843888e-05,3266.752330137488,0.0,2.5813754810737234e+50,2.5813754810737234e+50
110,2021-08-15 03:25:39,2.5923739951300554e+50,2.5923739951300553e+38,8339385948276.467,6.835e-08,0.0,2.36654513867115e-05,3270.9572452694583,8339385948276.467,2.5923740036096e+50,2.5923740036096e+50
111,2021-08-16 00:00:00,2.5923739951300554e+50,2.5923739951300553e+38,0.0,0.0,0.0,2.36654513867115e-05,3308.934161063751,0.0,2.59237400370805e+50,2.59237400370805e+50
112,2021-08-17 00:00:00,2.5923739951300554e+50,2.5923739951300553e+38,0.0,0.0,0.0,2.36654513867115e-05,3150.0999776830517,0.0,2.5923740032962926e+50,2.5923740032962926e+50
113,2021-08-18 00:00:00,2.5923739951300554e+50,2.5923739951300553e+38,0.0,0.0,0.0,2.36654513867115e-05,3009.128812500001,0.0,2.5923740029308426e+50,2.5923740029308426e+50
114,2021-08-18 04:55:54,2.60251822574717e+50,2.6025182257471703e+38,9699999999856.064,5.6705779631e-08,0.0,2.3758056773502107e-05,3036.700871612885,9699999999856.064,2.6025182336502394e+50,2.6025182336502394e+50
115,2021-08-19 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3016.1833717416407,0.0,2.6025182335968422e+50,2.6025182335968422e+50
116,2021-08-20 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3181.13296220519,0.0,2.6025182340261268e+50,2.6025182340261268e+50
117,2021-08-21 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3285.1759077135234,0.0,2.6025182342969005e+50,2.6025182342969005e+50
118,2021-08-22 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3228.981329723137,0.0,2.602518234150653e+50,2.602518234150653e+50
119,2021-08-23 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3238.9858893429146,0.0,2.60251823417669e+50,2.60251823417669e+50
120,2021-08-24 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3323.0685405179634,0.0,2.6025182343955167e+50,2.6025182343955167e+50
121,2021-08-25 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3175.1289220222925,0.0,2.602518234010501e+50,2.602518234010501e+50
122,2021-08-26 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3226.1521079202657,0.0,2.60251823414329e+50,2.60251823414329e+50
123,2021-08-27 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3099.0225742165658,0.0,2.602518233812433e+50,2.602518233812433e+50
124,2021-08-28 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3269.0434983838913,0.0,2.6025182342549156e+50,2.6025182342549156e+50
125,2021-08-29 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3244.6429841808094,0.0,2.6025182341914125e+50,2.6025182341914125e+50
126,2021-08-30 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3226.6949778902062,0.0,2.6025182341447026e+50,2.6025182341447026e+50
127,2021-08-31 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3225.4170564168994,0.0,2.6025182341413767e+50,2.6025182341413767e+50
128,2021-09-01 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3433.8396232451223,0.0,2.6025182346838005e+50,2.6025182346838005e+50
129,2021-09-02 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3827.22204198246,0.0,2.6025182357075852e+50,2.6025182357075852e+50
130,2021-09-03 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3792.036671454427,0.0,2.6025182356160147e+50,2.6025182356160147e+50
131,2021-09-04 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3938.1281032403754,0.0,2.6025182359962204e+50,2.6025182359962204e+50
132,2021-09-05 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3888.268275452609,0.0,2.602518235866459e+50,2.602518235866459e+50
133,2021-09-06 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3954.4169136396968,0.0,2.6025182360386124e+50,2.6025182360386124e+50
134,2021-09-07 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3932.1225085232886,0.0,2.602518235980591e+50,2.602518235980591e+50
135,2021-09-08 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3439.5043095497995,0.0,2.602518234698543e+50,2.602518234698543e+50
136,2021-09-09 00:00:00,2.60251822574717e+50,2.6025182257471703e+38,0.0,0.0,0.0,2.3758056773502107e-05,3497.01270824387,0.0,2.6025182348482094e+50,2.6025182348482094e+50
