,Date,Fees USDC,Fees WETH,Liquidity USDC added,Liquidity WETH added,Liquidity USDC,Liquidity WETH,Price WETH/USDC,Liquidity added USDC converted,Portfolio USDC converted,Fees USDC converted
0,2021-05-31 04:42:49,2.1874908006126555e+50,2.1874908006126556e+38,3824486509842432.0,7.645663666271e-06,0.0,1.996932437141667e-05,2296.2535018207586,3824486509842432.0,2.187490805635689e+50,2.187490805635689e+50
1,2021-06-01 00:00:00,2.1874908006126555e+50,2.1874908006126556e+38,0.0,0.0,0.0,1.996932437141667e-05,2701.014067905979,0.0,2.187490806521099e+50,2.187490806521099e+50
2,2021-06-01 17:29:52,2.19296808492236e+50,2.19296808492236e+38,7999999999998.473,2.2952036523e-08,0.0,2.001932580091952e-05,2532.747089076309,7999999999998.473,2.1929680904765936e+50,2.1929680904765936e+50
3,2021-06-02 00:00:00,2.19296808492236e+50,2.19296808492236e+38,0.0,0.0,0.0,2.001932580091952e-05,2631.472703441486,0.0,2.192968090693096e+50,2.192968090693096e+50
4,2021-06-03 00:00:00,2.19296808492236e+50,2.19296808492236e+38,0.0,0.0,0.0,2.001932580091952e-05,2707.7898295063997,0.0,2.192968090860457e+50,2.192968090860457e+50
5,2021-06-03 05:31:00,2.19631617178324e+50,2.19631617178324e+38,3999999999770.2866,1.6394098685e-08,0.0,2.0049890058620567e-05,2777.957528168605,3999999999770.2866,2.1963161778845133e+50,2.1963161778845133e+50
6,2021-06-04 00:00:00,2.19631617178324e+50,2.19631617178324e+38,0.0,0.0,0.0,2.0049890058620567e-05,2857.455790173828,0.0,2.1963161780591166e+50,2.1963161780591166e+50
7,2021-06-04 11:10:55,2.200005129578451e+50,2.200005129578451e+38,4999999999779.942,1.6459906752e-08,0.0,2.0083566083582317e-05,2640.1851809394116,4999999999779.942,2.200005135386872e+50,2.200005135386872e+50
8,2021-06-05 00:00:00,2.200005129578451e+50,2.200005129578451e+38,0.0,0.0,0.0,2.0083566083582317e-05,2689.464729947686,0.0,2.2000051354952873e+50,2.2000051354952873e+50
9,2021-06-05 14:24:35,2.203110869134234e+50,2.2031108691342342e+38,4231453363560.4126,1.38e-08,0.0,2.011191798366126e-05,2630.2455665465814,4231453363560.4126,2.2031108749289566e+50,2.2031108749289566e+50
10,2021-06-06 00:00:00,2.203110869134234e+50,2.2031108691342342e+38,0.0,0.0,0.0,2.011191798366126e-05,2617.738661839476,0.0,2.2031108749014026e+50,2.2031108749014026e+50
11,2021-06-07 00:00:00,2.203110869134234e+50,2.2031108691342342e+38,0.0,0.0,0.0,2.011191798366126e-05,2704.825176860965,0.0,2.2031108750932638e+50,2.2031108750932638e+50
12,2021-06-08 00:00:00,2.203110869134234e+50,2.2031108691342342e+38,0.0,0.0,0.0,2.011191798366126e-05,2578.3385250000056,0.0,2.2031108748146e+50,2.2031108748146e+50
13,2021-06-08 07:42:51,2.2084472947098572e+50,2.208447294709857e+38,7937632652259.52,2.2e-08,0.0,2.0160633531755766e-05,2512.572231336774,7937632652259.52,2.2084473002587407e+50,2.2084473002587407e+50
14,2021-06-09 00:00:00,2.2084472947098572e+50,2.208447294709857e+38,0.0,0.0,0.0,2.0160633531755766e-05,2503.8713100000004,0.0,2.208447300239525e+50,2.208447300239525e+50
15,2021-06-10 00:00:00,2.2084472947098572e+50,2.208447294709857e+38,0.0,0.0,0.0,2.0160633531755766e-05,2608.222707421976,0.0,2.2084473004699795e+50,2.2084473004699795e+50
16,2021-06-10 02:48:54,2.2140375804961307e+50,2.2140375804961304e+38,7940011921988.859,2.4e-08,0.0,2.0211666537318005e-05,2577.4144597761792,7940011921988.859,2.214037586202623e+50,2.214037586202623e+50
17,2021-06-11 00:00:00,2.2140375804961307e+50,2.2140375804961304e+38,0.0,0.0,0.0,2.0211666537318005e-05,2470.7766284001455,0.0,2.214037585966523e+50,2.214037585966523e+50
18,2021-06-12 00:00:00,2.2140375804961307e+50,2.2140375804961304e+38,0.0,0.0,0.0,2.0211666537318005e-05,2353.79810094953,0.0,2.214037585707528e+50,2.214037585707528e+50
19,2021-06-12 06:21:03,2.2182169112320674e+50,2.218216911232067e+38,7353680097419.773,1.45e-08,0.0,2.0249819114278774e-05,2293.4113240965307,7353680097419.773,2.218216916319351e+50,2.218216916319351e+50
20,2021-06-13 00:00:00,2.2182169112320674e+50,2.218216911232067e+38,0.0,0.0,0.0,2.0249819114278774e-05,2370.5752674717746,0.0,2.2182169164905174e+50,2.2182169164905174e+50
21,2021-06-14 00:00:00,2.2182169112320674e+50,2.218216911232067e+38,0.0,0.0,0.0,2.0249819114278774e-05,2507.8731219209567,0.0,2.218216916795074e+50,2.218216916795074e+50
22,2021-06-15 00:00:00,2.2182169112320674e+50,2.218216911232067e+38,0.0,0.0,0.0,2.0249819114278774e-05,2580.4782107163483,0.0,2.2182169169561277e+50,2.2182169169561277e+50
23,2021-06-15 12:13:19,2.2230451496131747e+50,2.223045149613175e+38,6752394137967.9,2.1e-08,0.0,2.029389548632471e-05,2593.669458415089,6752394137967.9,2.223045155379019e+50,2.223045155379019e+50
24,2021-06-16 00:00:00,2.2230451496131747e+50,2.223045149613175e+38,0.0,0.0,0.0,2.029389548632471e-05,2545.4901187203677,0.0,2.2230451552719143e+50,2.2230451552719143e+50
25,2021-06-17 00:00:00,2.2230451496131747e+50,2.223045149613175e+38,0.0,0.0,0.0,2.029389548632471e-05,2366.8141590898053,0.0,2.2230451548747094e+50,2.2230451548747094e+50
